province,fsa,population_2016,lim_at_prevalence,lim_at_count,sac_rural_category,clc_rural_indicator,clc_rural_label,clc_low_income_indicator,clc_low_income_label,female,black,indigenous,unemployment_rate,youth_15_to_24,youth_15_to_29,french_speakers,french_first_official_language,immigrant
Quebec,J7W,14558,0.063,910,1,0,Not Rural,0,Not Low Income,7310,815,195,0.067,1725,2370,12535,7380,2370
Quebec,J7X,5368,0.092,490,1,0,Not Rural,0,Not Low Income,2750,65,45,0.054000000000000006,620,970,5310,5030,140
Quebec,J7Y,24934,0.19399999999999998,4540,1,0,Not Rural,1,Low Income,13060,270,360,0.078,2845,4465,24130,23615,1020
Quebec,J7Z,29351,0.23,6395,1,0,Not Rural,1,Low Income,15280,350,465,0.087,3335,5245,28325,27690,1295
Quebec,J6E,43876,0.195,8090,3,0,Not Rural,1,Low Income,23375,395,840,0.084,4600,6950,42250,41755,1365
Quebec,J6J,23457,0.129,3005,1,0,Not Rural,0,Not Low Income,11950,1745,545,0.083,3025,4240,20250,14515,3275
Quebec,J8X,9749,0.33799999999999997,3120,1,0,Not Rural,1,Low Income,4745,915,450,0.138,1315,2530,7855,6425,1820
Quebec,J8Y,23241,0.23600000000000002,5320,1,0,Not Rural,1,Low Income,11900,2145,820,0.08800000000000001,2750,4500,20730,18225,4330
Quebec,J8Z,14938,0.18600000000000003,2765,1,0,Not Rural,0,Not Low Income,7750,1800,590,0.078,2150,3220,13895,12385,2695
Quebec,J9A,21438,0.099,2080,1,0,Not Rural,0,Not Low Income,11205,1745,715,0.071,2800,4250,19335,16410,3895
Quebec,J9B,6898,0.051,350,1,0,Not Rural,0,Not Low Income,3415,45,205,0.046,790,975,5470,3335,595
Ontario,K1R,18730,0.24100000000000002,4360,1,0,Not Rural,1,Low Income,9155,1115,480,0.079,2460,5205,7290,2205,4770
Ontario,K1S,28660,0.12300000000000001,3405,1,0,Not Rural,0,Not Low Income,14800,695,565,0.07200000000000001,4580,7020,12985,2625,5080
Ontario,K1T,35432,0.162,5725,1,0,Not Rural,0,Not Low Income,18380,3450,820,0.08900000000000001,5345,7700,12550,4045,12015
Ontario,K1V,54835,0.19399999999999998,10485,1,0,Not Rural,1,Low Income,28175,6435,1150,0.08900000000000001,7815,11525,18625,6145,17820
Quebec,J9X,23669,0.174,3930,3,0,Not Rural,0,Not Low Income,12235,305,475,0.084,3105,4860,23325,22690,650
Quebec,J9Y,10201,0.055999999999999994,565,3,0,Not Rural,0,Not Low Income,4915,45,350,0.063,1185,1735,10180,10045,60
Ontario,K0A,103474,0.067,6805,1,0,Not Rural,0,Not Low Income,51475,820,3445,0.05,11810,16950,44930,28210,6585
Ontario,K0C,52154,0.12300000000000001,6295,4,1,Rural,0,Not Low Income,26220,225,1150,0.064,5595,7945,20765,10970,3005
Ontario,K1B,17110,0.111,1870,1,0,Not Rural,0,Not Low Income,8715,1665,445,0.073,2315,3540,7910,3980,3695
Ontario,K1C,37662,0.057,2090,1,0,Not Rural,0,Not Low Income,19645,2065,980,0.066,4835,6740,20925,12090,6410
Ontario,K1E,14803,0.044000000000000004,645,1,0,Not Rural,0,Not Low Income,7595,790,570,0.061,1790,2630,7945,4775,1805
Quebec,J8L,18626,0.136,2495,1,0,Not Rural,0,Not Low Income,9410,95,590,0.055,2115,3180,17820,16475,365
Quebec,J8M,12981,0.092,1195,1,0,Not Rural,0,Not Low Income,6580,175,545,0.061,1660,2675,12805,12320,200
Quebec,J8N,12054,0.08,965,1,0,Not Rural,0,Not Low Income,5780,70,565,0.063,1250,1955,11455,10575,340
Quebec,J8R,29175,0.057,1675,1,0,Not Rural,0,Not Low Income,14885,1040,955,0.055999999999999994,4105,5790,28410,26545,1850
Quebec,J8V,26483,0.047,1240,1,0,Not Rural,0,Not Low Income,13335,575,1045,0.046,3315,4455,25370,23095,2185
Quebec,J8P,33621,0.14400000000000002,4790,1,0,Not Rural,0,Not Low Income,17205,1100,1525,0.071,3995,6520,32310,30290,1925
Quebec,J8T,39349,0.161,6095,1,0,Not Rural,0,Not Low Income,20635,2025,1335,0.078,4485,6785,36310,32950,4880
Ontario,K1K,29499,0.257,7400,1,0,Not Rural,1,Low Income,15595,4325,1140,0.109,3455,5375,16045,9840,7635
Ontario,K1L,17021,0.259,4355,1,0,Not Rural,1,Low Income,8735,1435,1140,0.09699999999999999,1815,3460,9720,6220,3080
Ontario,K1M,6695,0.094,595,1,0,Not Rural,0,Not Low Income,3670,105,140,0.044000000000000004,695,990,3635,1090,1415
Ontario,K1N,25063,0.301,6855,1,0,Not Rural,1,Low Income,12705,2680,600,0.11,5365,8460,12420,6045,5325
Ontario,K1P,340,0.11900000000000001,40,1,0,Not Rural,0,Not Low Income,150,0,10,0,40,120,145,45,70
Ontario,K8P,21289,0.215,4405,1,0,Not Rural,1,Low Income,11370,220,1140,0.08800000000000001,2660,4050,1115,275,1750
Ontario,K8R,1418,0.049,70,1,0,Not Rural,0,Not Low Income,725,15,80,0.040999999999999995,165,235,115,50,85
Ontario,K1W,10032,0.047,470,1,0,Not Rural,0,Not Low Income,5140,800,245,0.052000000000000005,1445,2020,5970,3380,2325
Ontario,K1X,835,0.078,65,1,0,Not Rural,0,Not Low Income,395,10,15,0.065,80,115,215,80,130
Ontario,K1Y,19774,0.125,2415,1,0,Not Rural,0,Not Low Income,10105,850,425,0.057,1935,3680,8760,1890,3230
Ontario,K1Z,20983,0.23,4720,1,0,Not Rural,1,Low Income,10975,1885,720,0.08,2435,4275,7160,2210,4270
Ontario,K2A,16790,0.095,1540,1,0,Not Rural,0,Not Low Income,8945,285,305,0.062,1775,2555,5980,1125,3000
Ontario,K2B,32260,0.243,7665,1,0,Not Rural,1,Low Income,17270,3460,760,0.099,3975,6620,8735,3080,10370
Ontario,K2C,27941,0.16,4335,1,0,Not Rural,0,Not Low Income,14110,1480,655,0.08199999999999999,4540,6915,8205,2195,6975
Ontario,K2E,19034,0.16899999999999998,3190,1,0,Not Rural,0,Not Low Income,9730,1280,375,0.084,2920,4365,5390,1235,5605
Ontario,K2G,49222,0.096,4645,1,0,Not Rural,0,Not Low Income,25295,2310,965,0.073,7435,10505,14760,3255,13700
Ontario,K2H,26402,0.09699999999999999,2455,1,0,Not Rural,0,Not Low Income,13970,1055,730,0.079,2870,4390,7665,1805,5295
Ontario,K2J,68963,0.067,4625,1,0,Not Rural,0,Not Low Income,35140,3885,1475,0.057999999999999996,8980,13165,20545,4860,19125
Ontario,K2K,24431,0.069,1660,1,0,Not Rural,0,Not Low Income,12620,810,365,0.064,3185,4265,7325,1695,7135
Ontario,K2L,19162,0.075,1405,1,0,Not Rural,0,Not Low Income,9815,420,555,0.07400000000000001,2305,3450,4915,1195,3565
Ontario,K2M,27028,0.047,1265,1,0,Not Rural,0,Not Low Income,13845,1220,435,0.063,3600,5145,8300,2000,6355
Ontario,K2P,17603,0.223,3810,1,0,Not Rural,1,Low Income,8880,830,585,0.07,2370,5760,7445,2230,3680
Ontario,K2R,1188,0.055,65,1,0,Not Rural,0,Not Low Income,595,10,10,0.052000000000000005,200,255,380,60,315
Ontario,K1G,34075,0.217,7205,1,0,Not Rural,1,Low Income,17720,3535,815,0.10099999999999999,5490,8305,13280,5490,9525
Ontario,K1H,15796,0.14400000000000002,2250,1,0,Not Rural,0,Not Low Income,8175,855,300,0.068,2105,2950,6920,2230,3820
Ontario,K1J,26931,0.158,4155,1,0,Not Rural,0,Not Low Income,14090,2850,830,0.086,3495,5055,12940,6990,7780
Ontario,K6K,3153,0.10300000000000001,325,3,0,Not Rural,0,Not Low Income,1615,10,95,0.062,300,450,1395,675,215
Ontario,K6T,556,0.054000000000000006,30,3,0,Not Rural,0,Not Low Income,270,0,0,0.057,60,75,60,25,15
Ontario,K6V,27782,0.18,4855,3,0,Not Rural,0,Not Low Income,14625,155,825,0.08900000000000001,3065,4440,2825,720,2425
Ontario,K7C,17666,0.095,1640,3,0,Not Rural,0,Not Low Income,9125,125,745,0.055999999999999994,1900,2850,3210,810,1165
Ontario,K7K,31621,0.22899999999999998,7130,1,0,Not Rural,1,Low Income,16245,640,1810,0.095,4245,7320,4840,1640,3200
Ontario,K7L,17749,0.162,2745,1,0,Not Rural,0,Not Low Income,9075,125,300,0.077,3065,4590,2935,500,2450
Ontario,K7M,47676,0.139,6350,1,0,Not Rural,0,Not Low Income,25050,635,1445,0.08,5785,9005,5450,1215,6485
Ontario,K7N,7900,0.09300000000000001,715,1,0,Not Rural,0,Not Low Income,4095,80,335,0.067,805,1260,830,255,560
Ontario,K7P,21653,0.061,1305,1,0,Not Rural,0,Not Low Income,11255,335,555,0.064,2625,3745,2655,795,3305
Ontario,K7S,12986,0.13699999999999998,1735,3,0,Not Rural,0,Not Low Income,6675,35,670,0.064,1300,2010,1450,440,640
Ontario,K8A,25771,0.145,3610,3,0,Not Rural,0,Not Low Income,13305,100,2765,0.073,2810,4365,3695,1495,1195
Ontario,K8B,442,0.045,20,3,0,Not Rural,0,Not Low Income,225,0,50,0.065,65,75,90,25,15
Ontario,K8H,15205,0.043,610,3,0,Not Rural,0,Not Low Income,6955,210,1115,0.042,2110,4115,3225,1455,800
Ontario,K8N,28462,0.15,4195,1,0,Not Rural,0,Not Low Income,14700,245,1245,0.055999999999999994,3115,4665,2140,450,2335
Ontario,K8V,27192,0.155,4140,1,0,Not Rural,0,Not Low Income,13735,190,1330,0.068,3165,4870,2650,1285,1780
Ontario,K9J,43047,0.18,7480,1,0,Not Rural,0,Not Low Income,22515,290,1975,0.086,5180,8085,2765,410,3380
Ontario,K9V,27760,0.16,4220,3,0,Not Rural,0,Not Low Income,14350,155,790,0.083,3090,4485,1370,230,1990
Ontario,L0A,13590,0.069,930,1,0,Not Rural,0,Not Low Income,6765,115,365,0.062,1595,2240,775,165,1035
Ontario,L0E,20497,0.127,2525,1,0,Not Rural,0,Not Low Income,10290,180,940,0.057,2200,3390,885,150,2305
Ontario,L0G,39873,0.071,2805,1,0,Not Rural,0,Not Low Income,20030,450,605,0.055,5060,7155,2220,375,6335
Ontario,L0H,3385,0.08900000000000001,300,1,0,Not Rural,0,Not Low Income,1625,45,45,0.061,490,665,305,45,1040
Ontario,L0P,8543,0.07,595,1,0,Not Rural,0,Not Low Income,4205,130,80,0.063,1085,1420,645,105,1775
Saskatchewan,S7H,35686,0.145,5115,1,0,Not Rural,0,Not Low Income,18125,1010,2960,0.07200000000000001,5260,8845,2710,500,6735
Saskatchewan,S7J,31223,0.09699999999999999,2935,1,0,Not Rural,0,Not Low Income,16325,700,2465,0.06,4065,6295,2065,460,3675
Saskatchewan,S7K,39174,0.10300000000000001,3865,1,0,Not Rural,0,Not Low Income,19905,330,3530,0.054000000000000006,4940,7940,2905,580,4975
Saskatchewan,S7L,39478,0.162,6275,1,0,Not Rural,0,Not Low Income,19985,845,7285,0.08199999999999999,5145,7990,1835,310,6995
Alberta,T5G,12793,0.184,2270,1,0,Not Rural,0,Not Low Income,5925,965,1305,0.115,1760,3040,935,275,3520
Ontario,K9H,28597,0.22899999999999998,6330,1,0,Not Rural,1,Low Income,15205,385,1315,0.09699999999999999,4070,6175,2545,305,2245
Ontario,K9K,13155,0.078,995,1,0,Not Rural,0,Not Low Income,6895,55,245,0.069,1735,2405,1055,170,1520
Ontario,K9L,7364,0.086,630,1,0,Not Rural,0,Not Low Income,3815,85,215,0.07200000000000001,900,1300,555,75,770
Ontario,L0J,5003,0.046,225,1,0,Not Rural,0,Not Low Income,2630,0,50,0.038,870,1100,285,35,1070
Ontario,L0S,55265,0.09300000000000001,5015,1,0,Not Rural,0,Not Low Income,27955,265,1120,0.057,5960,8175,3885,1015,9050
Ontario,L1A,15304,0.11599999999999999,1715,3,0,Not Rural,0,Not Low Income,7940,150,270,0.067,1560,2300,1130,175,1625
Ontario,L1B,11977,0.055,650,1,0,Not Rural,0,Not Low Income,6160,190,285,0.075,1265,1795,855,215,1710
Ontario,L1C,43531,0.075,3210,1,0,Not Rural,0,Not Low Income,22260,1085,1205,0.07400000000000001,5640,8505,3120,630,4445
Ontario,L1E,27117,0.049,1320,1,0,Not Rural,0,Not Low Income,13855,1120,655,0.076,3970,5510,2165,490,3895
Ontario,L1G,41124,0.165,6595,1,0,Not Rural,0,Not Low Income,21470,1825,1260,0.10300000000000001,5055,7800,2530,655,6390
Ontario,L1H,31261,0.183,5645,1,0,Not Rural,0,Not Low Income,15580,1110,1140,0.10800000000000001,3630,5830,1735,550,4230
Ontario,K2S,32061,0.037000000000000005,1155,1,0,Not Rural,0,Not Low Income,16535,595,560,0.046,4175,5575,9295,2170,4370
Ontario,K2T,9447,0.07400000000000001,700,1,0,Not Rural,0,Not Low Income,4805,165,120,0.057,1115,1580,2605,480,3735
Ontario,K2V,2435,0.049,120,1,0,Not Rural,0,Not Low Income,1235,165,55,0.040999999999999995,250,460,695,165,740
Ontario,K2W,8660,0.048,420,1,0,Not Rural,0,Not Low Income,4370,355,160,0.064,1075,1345,2875,660,2625
Ontario,K4A,54524,0.046,2505,1,0,Not Rural,0,Not Low Income,28160,5505,1215,0.057,7615,10600,31480,18345,11280
Ontario,K4B,4793,0.061,290,1,0,Not Rural,0,Not Low Income,2355,30,170,0.027999999999999997,595,810,3020,2080,370
Ontario,K4C,4530,0.05,220,1,0,Not Rural,0,Not Low Income,2270,15,145,0.048,585,730,2830,1920,510
Ontario,K4K,15368,0.07400000000000001,1125,1,0,Not Rural,0,Not Low Income,7945,440,565,0.049,1715,2510,11640,9355,850
Ontario,K4M,11009,0.047,510,1,0,Not Rural,0,Not Low Income,5545,180,145,0.059000000000000004,1270,1775,3580,855,2015
Ontario,K4P,9821,0.046,440,1,0,Not Rural,0,Not Low Income,4925,175,340,0.052000000000000005,1230,1560,3580,1110,1160
Ontario,K4R,7435,0.039,285,1,0,Not Rural,0,Not Low Income,3750,70,140,0.043,970,1290,3420,1555,530
Ontario,K6J,17644,0.24100000000000002,4140,3,0,Not Rural,1,Low Income,9195,140,665,0.08800000000000001,2000,3065,6680,3125,1245
Ontario,L1K,39697,0.081,3195,1,0,Not Rural,0,Not Low Income,20405,3095,715,0.08,5195,7235,2980,730,8525
Ontario,L1L,5742,0.09699999999999999,555,1,0,Not Rural,0,Not Low Income,2845,580,95,0.081,730,1165,405,100,1920
Ontario,L1M,21878,0.036000000000000004,790,1,0,Not Rural,0,Not Low Income,11105,965,425,0.051,2475,3180,1995,320,3120
Ontario,L2A,16532,0.183,2955,1,0,Not Rural,0,Not Low Income,8560,295,845,0.08900000000000001,1770,2600,735,245,2895
Ontario,L2E,20956,0.223,4500,1,0,Not Rural,1,Low Income,10825,370,670,0.085,2405,3735,1385,395,3540
Ontario,L2G,26096,0.18899999999999997,4825,1,0,Not Rural,0,Not Low Income,13535,645,780,0.09,3010,4680,1710,540,4860
Ontario,L8G,21547,0.11900000000000001,2515,1,0,Not Rural,0,Not Low Income,11245,360,270,0.066,2290,3410,815,195,6400
Ontario,L8L,30825,0.306,9285,1,0,Not Rural,1,Low Income,15185,2175,1830,0.102,3965,6480,1705,500,7275
Ontario,L8M,13533,0.28,3650,1,0,Not Rural,1,Low Income,6685,640,665,0.11199999999999999,1635,2790,1010,250,2150
Ontario,L8N,13819,0.355,4695,1,0,Not Rural,1,Low Income,6685,1295,485,0.099,1890,3410,955,265,3880
Ontario,L4X,19592,0.22699999999999998,4410,1,0,Not Rural,1,Low Income,9835,1250,115,0.096,2530,3725,1175,185,10535
Ontario,L4Y,23796,0.15,3535,1,0,Not Rural,0,Not Low Income,12400,1350,180,0.077,2725,4050,1575,225,11425
Ontario,L4Z,38102,0.152,5725,1,0,Not Rural,0,Not Low Income,19795,2740,130,0.08199999999999999,5540,8430,2580,385,22355
Ontario,L5A,47828,0.20600000000000002,9760,1,0,Not Rural,1,Low Income,24695,3310,225,0.08900000000000001,5595,8945,3020,620,27390
Ontario,N1P,7594,0.051,390,1,0,Not Rural,0,Not Low Income,3830,195,110,0.055,1020,1395,375,80,1730
Ontario,N1R,42210,0.158,6555,1,0,Not Rural,0,Not Low Income,21390,1110,975,0.071,5105,8080,1845,520,9430
Ontario,M1P,45571,0.247,10880,1,0,Not Rural,1,Low Income,24060,3445,335,0.096,6440,9700,2135,455,25325
Ontario,M1R,29858,0.213,6285,1,0,Not Rural,1,Low Income,15390,2165,250,0.094,3935,5895,1935,400,15350
Ontario,M6C,24596,0.14400000000000002,3500,1,0,Not Rural,0,Not Low Income,13040,1650,270,0.069,2610,4615,3090,395,8040
Ontario,M6E,38041,0.16399999999999998,6190,1,0,Not Rural,0,Not Low Income,19670,3735,315,0.073,4400,7235,2580,400,19900
Ontario,M6G,32086,0.13699999999999998,4235,1,0,Not Rural,0,Not Low Income,16845,1120,355,0.061,3275,7230,5250,650,9780
Ontario,L8S,14311,0.252,3530,1,0,Not Rural,1,Low Income,7250,490,170,0.098,3210,4695,1455,140,3955
Ontario,L8T,19042,0.11699999999999999,2230,1,0,Not Rural,0,Not Low Income,9820,485,395,0.073,2290,3545,805,215,3935
Ontario,L8V,21207,0.174,3615,1,0,Not Rural,0,Not Low Income,11280,750,475,0.075,2300,3890,930,245,4670
Ontario,N1S,19510,0.10300000000000001,1965,1,0,Not Rural,0,Not Low Income,10045,305,355,0.062,2310,3475,1340,200,2795
Ontario,N1T,17670,0.063,1110,1,0,Not Rural,0,Not Low Income,8965,590,295,0.062,2725,3730,1315,190,5355
Ontario,N2A,29858,0.124,3630,1,0,Not Rural,0,Not Low Income,15350,1175,545,0.064,3590,5500,1815,345,7970
Ontario,N2B,16501,0.10099999999999999,1655,1,0,Not Rural,0,Not Low Income,8410,520,275,0.07,2035,3150,865,175,3675
Ontario,L2M,32759,0.174,5595,1,0,Not Rural,0,Not Low Income,17245,915,920,0.08199999999999999,3815,5820,2045,690,6755
Ontario,L2N,30648,0.114,3335,1,0,Not Rural,0,Not Low Income,16460,570,635,0.08,3200,4665,2085,565,6250
Ontario,L2P,14517,0.191,2750,1,0,Not Rural,0,Not Low Income,7595,485,505,0.087,1895,3080,1025,325,2210
Ontario,L2R,24496,0.239,5630,1,0,Not Rural,1,Low Income,12365,810,840,0.08800000000000001,3175,5370,1880,440,3205
Ontario,L3B,22980,0.22399999999999998,5045,1,0,Not Rural,1,Low Income,11750,420,1140,0.10099999999999999,2545,3930,4180,2640,1910
Ontario,L3C,31670,0.134,4200,1,0,Not Rural,0,Not Low Income,16420,390,910,0.077,3865,5510,3885,2060,3775
Ontario,L3K,18226,0.16,2845,1,0,Not Rural,0,Not Low Income,9395,90,915,0.09699999999999999,1890,2740,1640,740,1800
Ontario,L3M,26845,0.06,1570,1,0,Not Rural,0,Not Low Income,13765,235,335,0.047,2985,4255,1605,260,4150
Ontario,L3P,37764,0.099,3720,1,0,Not Rural,0,Not Low Income,19245,1185,145,0.063,4870,6835,2665,405,16415
Ontario,L3R,62298,0.177,10925,1,0,Not Rural,0,Not Low Income,32100,1365,70,0.08,8300,12705,3025,380,38450
Ontario,L3S,56117,0.154,8650,1,0,Not Rural,0,Not Low Income,28245,2690,110,0.091,8500,13100,2245,175,36175
Ontario,L3T,50669,0.177,8940,1,0,Not Rural,0,Not Low Income,26315,960,140,0.065,5810,8870,4020,395,29295
Ontario,L3Y,44469,0.109,4705,1,0,Not Rural,0,Not Low Income,23300,930,885,0.067,5870,8415,3190,485,9285
Ontario,L3Z,33666,0.09,2995,1,0,Not Rural,0,Not Low Income,17040,765,585,0.057999999999999996,3970,6190,1675,380,9325
Ontario,L4A,42174,0.081,3380,1,0,Not Rural,0,Not Low Income,21585,995,300,0.051,4340,6235,2760,370,13555
Ontario,L4H,68382,0.073,5025,1,0,Not Rural,0,Not Low Income,34650,2475,115,0.053,9250,12715,3545,385,27355
Ontario,L4J,77214,0.113,8660,1,0,Not Rural,0,Not Low Income,40155,1065,90,0.065,10435,14765,6670,860,39190
Ontario,L4K,15591,0.08199999999999999,1270,1,0,Not Rural,0,Not Low Income,8040,830,55,0.063,2135,3115,890,95,8940
Ontario,L4L,54282,0.067,3605,1,0,Not Rural,0,Not Low Income,27895,890,170,0.052000000000000005,6765,10035,2620,265,24035
Ontario,L4M,45991,0.14,6370,1,0,Not Rural,0,Not Low Income,23690,1000,1855,0.07400000000000001,6535,10115,3060,825,5940
Ontario,L4P,28916,0.10400000000000001,2990,1,0,Not Rural,0,Not Low Income,14650,535,655,0.065,3875,5740,1525,315,4010
Ontario,L4R,18153,0.179,3165,3,0,Not Rural,0,Not Low Income,9525,165,2420,0.086,1830,2800,1550,545,1545
Ontario,L7P,29700,0.057999999999999996,1705,1,0,Not Rural,0,Not Low Income,15210,555,455,0.05,3490,5070,2510,415,5745
Ontario,L8E,39398,0.131,5135,1,0,Not Rural,0,Not Low Income,19885,1070,595,0.069,4605,6975,1735,430,12860
British Columbia,V8V,25892,0.192,4740,1,0,Not Rural,0,Not Low Income,14200,300,1115,0.057999999999999996,2140,4690,3465,515,5260
British Columbia,V9M,17208,0.11,1845,3,0,Not Rural,0,Not Low Income,9100,50,935,0.07400000000000001,1570,2060,2065,435,2255
British Columbia,V9Y,25269,0.203,4875,3,0,Not Rural,1,Low Income,12770,70,4355,0.10300000000000001,2580,3740,1310,320,2410
British Columbia,V9Z,17456,0.14800000000000002,2520,1,0,Not Rural,0,Not Low Income,8845,75,1310,0.064,1635,2380,1640,340,2160
Ontario,M4K,31583,0.161,5000,1,0,Not Rural,0,Not Low Income,16290,1075,380,0.065,2960,5190,5110,580,9700
Ontario,M4L,32640,0.16,5155,1,0,Not Rural,0,Not Low Income,16780,1560,805,0.067,2875,4940,4515,770,7905
Ontario,M4M,24689,0.19399999999999998,4615,1,0,Not Rural,1,Low Income,12310,1235,415,0.065,2120,4155,3155,580,7415
Ontario,L5V,50821,0.125,6330,1,0,Not Rural,0,Not Low Income,25850,2980,95,0.09300000000000001,8915,12425,3350,430,31575
Ontario,M6M,42434,0.235,9825,1,0,Not Rural,1,Low Income,22465,11370,385,0.10300000000000001,5645,8625,1925,370,23405
Ontario,M6N,41243,0.212,8735,1,0,Not Rural,1,Low Income,20985,5365,560,0.086,5210,8095,2590,470,20025
Ontario,M6P,40035,0.159,6295,1,0,Not Rural,0,Not Low Income,20975,1855,440,0.065,3560,7555,6140,880,13140
Ontario,M8W,20674,0.121,2495,1,0,Not Rural,0,Not Low Income,10505,720,310,0.066,2175,3580,1710,230,6960
Ontario,M8X,10787,0.063,660,1,0,Not Rural,0,Not Low Income,5800,125,35,0.071,1160,1635,1410,175,2695
Ontario,M8Y,21299,0.158,3330,1,0,Not Rural,0,Not Low Income,10850,890,135,0.069,1990,3525,2035,395,7415
Ontario,M4A,14443,0.222,3135,1,0,Not Rural,1,Low Income,7745,1685,180,0.094,1625,2525,1170,300,7160
Ontario,M4B,18628,0.209,3860,1,0,Not Rural,1,Low Income,9655,1920,400,0.094,2265,3385,1635,325,6880
Ontario,M4C,46866,0.22,10190,1,0,Not Rural,1,Low Income,24090,3560,870,0.086,4580,7670,4800,875,18440
Ontario,L5W,24871,0.09,2235,1,0,Not Rural,0,Not Low Income,12540,1330,70,0.068,3995,5365,1735,255,14180
Ontario,N2K,27253,0.073,1970,1,0,Not Rural,0,Not Low Income,13625,445,355,0.048,3945,5435,2145,235,5665
Ontario,N2L,27758,0.22699999999999998,6160,1,0,Not Rural,1,Low Income,13425,710,355,0.083,6605,9310,2715,325,6235
Ontario,L6S,53308,0.1,5325,1,0,Not Rural,0,Not Low Income,26955,6080,760,0.081,7670,11045,2825,555,24230
Ontario,L6T,38451,0.185,7050,1,0,Not Rural,0,Not Low Income,19715,6685,350,0.087,5030,7765,1830,410,18465
Ontario,L6V,41853,0.142,5940,1,0,Not Rural,0,Not Low Income,21350,6820,705,0.085,5575,8435,2230,480,18960
Ontario,L6W,22128,0.14400000000000002,3150,1,0,Not Rural,0,Not Low Income,11330,2735,390,0.079,2820,4185,1135,225,8995
Ontario,L7E,33934,0.052000000000000005,1765,1,0,Not Rural,0,Not Low Income,17000,535,265,0.06,5060,6555,2105,255,7020
Ontario,L7J,13634,0.063,855,1,0,Not Rural,0,Not Low Income,6835,145,420,0.043,1710,2370,1045,190,1890
Ontario,L7N,12972,0.076,950,1,0,Not Rural,0,Not Low Income,6975,150,125,0.05,1495,2045,1110,205,2765
Ontario,M9B,32400,0.11699999999999999,3745,1,0,Not Rural,0,Not Low Income,16645,1960,150,0.075,3935,6015,3040,415,13115
Ontario,M9C,38291,0.121,4530,1,0,Not Rural,0,Not Low Income,20105,1515,310,0.07,4500,6955,2980,420,16965
Ontario,L5B,63394,0.242,15165,1,0,Not Rural,1,Low Income,32680,3360,335,0.096,8010,13420,4005,660,39435
Ontario,L5C,29687,0.139,4120,1,0,Not Rural,0,Not Low Income,15005,1905,175,0.084,4315,6265,1750,280,16050
Ontario,L5E,12731,0.11,1395,1,0,Not Rural,0,Not Low Income,6535,325,160,0.075,1290,1950,890,175,4380
Ontario,L5G,20206,0.126,2525,1,0,Not Rural,0,Not Low Income,10315,500,250,0.07400000000000001,2145,3365,1885,300,6485
Ontario,L5H,17608,0.09,1565,1,0,Not Rural,0,Not Low Income,8970,285,130,0.066,2490,3260,1920,225,5845
Ontario,L5N,84829,0.086,7250,1,0,Not Rural,0,Not Low Income,43290,5920,615,0.071,12765,17805,7175,1390,37910
Ontario,L9G,23560,0.054000000000000006,1260,1,0,Not Rural,0,Not Low Income,12000,315,195,0.047,3085,4085,1520,230,4515
Ontario,L9H,31125,0.077,2320,1,0,Not Rural,0,Not Low Income,16200,235,530,0.052000000000000005,3840,5220,2250,305,5250
Ontario,N2M,33221,0.203,6670,1,0,Not Rural,1,Low Income,16950,2055,860,0.084,4050,7065,2255,425,8765
Ontario,N2N,26490,0.08,2075,1,0,Not Rural,0,Not Low Income,13535,810,345,0.062,3755,5440,1845,270,7355
Ontario,L9K,14264,0.10099999999999999,1405,1,0,Not Rural,0,Not Low Income,7310,430,65,0.063,2070,2720,935,175,5080
Ontario,M1S,37769,0.221,8235,1,0,Not Rural,1,Low Income,19530,2025,75,0.09699999999999999,5080,8025,1580,215,24455
Ontario,M1T,34588,0.263,9000,1,0,Not Rural,1,Low Income,18685,2780,150,0.09300000000000001,4145,6485,1860,380,21325
Ontario,M1V,54680,0.218,11785,1,0,Not Rural,1,Low Income,28215,2370,70,0.10099999999999999,6685,11010,1815,190,37895
Ontario,M2J,58293,0.237,13745,1,0,Not Rural,1,Low Income,30430,3045,140,0.099,7655,12615,4335,680,36880
Ontario,M2M,32320,0.263,8365,1,0,Not Rural,1,Low Income,17025,460,75,0.083,4495,7305,1995,225,20350
Ontario,N2C,16111,0.23800000000000002,3770,1,0,Not Rural,1,Low Income,8275,815,370,0.085,2275,3960,735,230,5070
Ontario,N2E,39149,0.11800000000000001,4565,1,0,Not Rural,0,Not Low Income,19940,2180,755,0.067,5240,8090,2110,410,11650
Ontario,N2G,13407,0.22899999999999998,2995,1,0,Not Rural,1,Low Income,6635,520,255,0.08199999999999999,1555,3205,980,155,3090
Ontario,L9S,28567,0.096,2740,1,0,Not Rural,0,Not Low Income,14340,585,690,0.076,3355,4900,1430,375,4600
Ontario,L9T,103839,0.087,8960,1,0,Not Rural,0,Not Low Income,52500,5185,990,0.055999999999999994,10705,16200,8380,1515,37665
Ontario,M1B,66108,0.174,11445,1,0,Not Rural,0,Not Low Income,34485,13070,330,0.1,9775,14610,3180,620,39490
Ontario,M1E,46943,0.221,10160,1,0,Not Rural,1,Low Income,24600,8395,715,0.107,6550,9525,3010,650,21980
Ontario,M1G,29690,0.287,8460,1,0,Not Rural,1,Low Income,15220,3650,230,0.125,4490,6615,1465,315,16575
Ontario,M1J,36699,0.27399999999999997,9910,1,0,Not Rural,1,Low Income,19220,6800,365,0.11699999999999999,5250,7670,2270,610,20580
