province,fsa,population_2016,lim_at_prevalence,lim_at_count,sac_rural_category,clc_rural_indicator,clc_rural_label,clc_low_income_indicator,clc_low_income_label,female,black,indigenous,unemployment_rate,youth_15_to_24,youth_15_to_29,french_speakers,french_first_official_language,immigrant
Nova Scotia,B1E,1564,0.195,305,3,0,Not Rural,1,Low Income,835,0,25,0.19399999999999998,190,265,30,15,10
Nova Scotia,B1G,1867,0.217,405,3,0,Not Rural,1,Low Income,1010,10,25,0.16899999999999998,195,275,40,10,25
Nova Scotia,B1H,9642,0.215,2050,3,0,Not Rural,1,Low Income,5000,25,370,0.185,1035,1505,245,65,75
Nova Scotia,B1J,969,0.11900000000000001,115,3,0,Not Rural,0,Not Low Income,485,0,50,0.23600000000000002,65,95,65,10,55
Nova Scotia,B1K,3049,0.107,325,3,0,Not Rural,0,Not Low Income,1515,10,120,0.19399999999999998,280,395,170,30,65
Nova Scotia,B1L,4905,0.078,380,3,0,Not Rural,0,Not Low Income,2515,40,145,0.102,560,775,380,65,150
Nova Scotia,B1M,1130,0.10300000000000001,115,3,0,Not Rural,0,Not Low Income,580,15,25,0.127,120,175,50,10,15
Nova Scotia,B1N,5705,0.25,1400,3,0,Not Rural,1,Low Income,3010,365,295,0.19399999999999998,690,1020,230,20,80
Nova Scotia,B1P,14296,0.25,3545,3,0,Not Rural,1,Low Income,7625,255,600,0.156,1615,2510,835,155,405
Nova Scotia,B1R,4318,0.095,410,3,0,Not Rural,0,Not Low Income,2275,15,200,0.129,480,680,375,105,100
Nova Scotia,B1S,8548,0.145,975,3,0,Not Rural,0,Not Low Income,4670,100,1200,0.127,900,1300,490,70,250
Nova Scotia,B1T,354,0.127,45,3,0,Not Rural,0,Not Low Income,170,0,10,0.25,25,40,5,0,10
Nova Scotia,B1V,6311,0.24,1490,3,0,Not Rural,1,Low Income,3340,25,250,0.20600000000000002,740,1025,175,20,40
Newfoundland and Labrador,A1G,5777,0.10400000000000001,595,1,0,Not Rural,0,Not Low Income,2995,25,225,0.086,615,1050,345,15,70
Newfoundland and Labrador,A1H,5493,0.037000000000000005,205,1,0,Not Rural,0,Not Low Income,2820,60,265,0.040999999999999995,565,875,585,40,110
Newfoundland and Labrador,A1K,12253,0.062,755,1,0,Not Rural,0,Not Low Income,6195,55,420,0.083,1315,1965,920,45,215
Newfoundland and Labrador,A1L,21376,0.057,1215,1,0,Not Rural,0,Not Low Income,10855,55,875,0.069,2280,3905,1505,55,255
Newfoundland and Labrador,A1M,8058,0.068,550,1,0,Not Rural,0,Not Low Income,4025,10,355,0.08,745,1130,705,30,235
Newfoundland and Labrador,A1N,22957,0.09,2055,1,0,Not Rural,0,Not Low Income,12005,145,810,0.077,2815,4340,1375,65,450
Newfoundland and Labrador,A1S,6142,0.09300000000000001,565,1,0,Not Rural,0,Not Low Income,3135,15,50,0.064,780,1130,380,10,45
Newfoundland and Labrador,A1A,30382,0.11,3290,1,0,Not Rural,0,Not Low Income,16000,435,780,0.083,3520,5450,2995,205,2580
Newfoundland and Labrador,A1B,19867,0.233,4510,1,0,Not Rural,1,Low Income,10110,525,815,0.11699999999999999,3915,6400,1905,135,1640
Newfoundland and Labrador,A1C,12712,0.243,3025,1,0,Not Rural,1,Low Income,6345,235,385,0.10300000000000001,1495,2995,1565,145,870
Newfoundland and Labrador,A1E,27115,0.171,4570,1,0,Not Rural,0,Not Low Income,14410,200,690,0.087,3135,5205,2120,135,1210
Newfoundland and Labrador,A1V,11698,0.121,1380,3,0,Not Rural,0,Not Low Income,6065,30,600,0.1,1270,1940,885,55,205
Newfoundland and Labrador,A1W,11209,0.07,780,1,0,Not Rural,0,Not Low Income,5715,20,295,0.096,1340,1920,905,35,200
Newfoundland and Labrador,A1X,15003,0.08900000000000001,1315,1,0,Not Rural,0,Not Low Income,7620,30,610,0.091,1585,2445,870,40,150
Newfoundland and Labrador,A2A,9610,0.142,1345,3,0,Not Rural,0,Not Low Income,5055,15,500,0.14800000000000002,1015,1450,470,15,205
Newfoundland and Labrador,A2H,26092,0.152,3870,3,0,Not Rural,0,Not Low Income,13535,60,6255,0.13,2970,4350,1215,95,485
Nova Scotia,B0J,39302,0.171,6605,4,1,Rural,0,Not Low Income,19945,150,1870,0.098,3345,4955,2755,570,2120
Nova Scotia,B1A,15937,0.245,3840,3,0,Not Rural,1,Low Income,8435,165,405,0.191,1740,2510,305,30,140
Nova Scotia,B1B,1196,0.155,185,3,0,Not Rural,0,Not Low Income,635,0,15,0.223,110,170,35,10,20
Nova Scotia,B1C,1654,0.127,210,3,0,Not Rural,0,Not Low Income,820,10,55,0.374,190,240,70,10,40
Nova Scotia,B3B,1438,0.20199999999999999,270,1,0,Not Rural,1,Low Income,700,120,65,0.086,200,395,160,45,80
Nova Scotia,B3H,18814,0.252,4495,1,0,Not Rural,1,Low Income,9465,415,245,0.11699999999999999,5630,8180,3685,400,2575
Nova Scotia,B3J,5901,0.318,1845,1,0,Not Rural,1,Low Income,2880,180,155,0.09300000000000001,1790,3215,1015,125,1030
Nova Scotia,B3K,20591,0.23199999999999998,4505,1,0,Not Rural,1,Low Income,10715,1750,855,0.084,2670,5710,3210,515,1865
Nova Scotia,B3L,17534,0.212,3695,1,0,Not Rural,1,Low Income,9155,570,570,0.07400000000000001,2890,4955,2710,370,2175
Nova Scotia,B3M,32204,0.203,6490,1,0,Not Rural,1,Low Income,16975,1625,935,0.07200000000000001,4200,7470,4070,835,6120
Nova Scotia,B3R,8484,0.304,2570,1,0,Not Rural,1,Low Income,4400,610,485,0.09699999999999999,1005,1550,565,120,485
Nova Scotia,B3S,12895,0.184,2280,1,0,Not Rural,0,Not Low Income,6965,375,335,0.075,1620,2895,1360,290,2955
Nova Scotia,B3T,16884,0.08199999999999999,1375,1,0,Not Rural,0,Not Low Income,8545,415,665,0.053,1830,2670,2005,345,1105
Nova Scotia,B3V,5999,0.091,545,1,0,Not Rural,0,Not Low Income,3020,55,335,0.069,620,905,600,125,320
Nova Scotia,B3Z,16905,0.069,1165,1,0,Not Rural,0,Not Low Income,8465,70,560,0.061,1885,2390,2365,355,1055
Nova Scotia,B4A,17900,0.11199999999999999,2000,1,0,Not Rural,0,Not Low Income,9330,390,440,0.065,2255,3145,2505,420,2870
Nova Scotia,B4B,13028,0.067,860,1,0,Not Rural,0,Not Low Income,6495,400,465,0.049,1595,2085,2110,325,1285
Nova Scotia,B4C,18195,0.111,2000,1,0,Not Rural,0,Not Low Income,9365,430,775,0.06,2220,3345,1615,435,600
Nova Scotia,B4E,18259,0.091,1655,1,0,Not Rural,0,Not Low Income,9345,485,790,0.06,2185,3235,1575,390,585
Nova Scotia,B4N,17382,0.213,3635,3,0,Not Rural,1,Low Income,9175,360,885,0.094,1955,2850,1375,185,735
Nova Scotia,B4G,5055,0.07,350,1,0,Not Rural,0,Not Low Income,2475,65,215,0.071,480,700,430,115,165
Nova Scotia,B6L,13007,0.127,1625,3,0,Not Rural,0,Not Low Income,6580,195,660,0.081,1540,2100,910,145,490
Prince Edward Island,C1B,13203,0.11900000000000001,1565,3,0,Not Rural,0,Not Low Income,6775,115,220,0.073,1495,2220,1925,235,1040
Prince Edward Island,C1A,24839,0.258,6155,3,0,Not Rural,1,Low Income,13210,415,435,0.114,3605,5600,3205,465,2770
Prince Edward Island,C1C,4266,0.14400000000000002,615,3,0,Not Rural,0,Not Low Income,2295,25,75,0.085,515,760,475,80,320
Prince Edward Island,C1E,11466,0.14400000000000002,1590,3,0,Not Rural,0,Not Low Income,5980,55,215,0.092,1390,2010,1405,250,1370
New Brunswick,E1A,43012,0.145,6125,1,0,Not Rural,0,Not Low Income,22325,1045,1100,0.08,5505,8415,31070,25800,2270
New Brunswick,E1B,19667,0.10400000000000001,2025,1,0,Not Rural,0,Not Low Income,10305,185,385,0.085,2325,3255,5430,1560,845
New Brunswick,E1C,23686,0.28600000000000003,6520,1,0,Not Rural,1,Low Income,12035,630,695,0.094,2930,4925,10680,7120,1740
Nova Scotia,B1W,3422,NA,0,3,0,Not Rural,NA,(Missing),1800,0,3395,0.247,670,915,25,0,35
Nova Scotia,B1Y,5885,0.153,900,3,0,Not Rural,0,Not Low Income,3005,20,205,0.21899999999999997,610,850,155,20,80
Nova Scotia,B2A,8017,0.2,1560,3,0,Not Rural,1,Low Income,4235,50,280,0.155,810,1190,265,40,140
Nova Scotia,B2H,14477,0.198,2795,3,0,Not Rural,1,Low Income,7615,525,395,0.11199999999999999,1485,2155,760,120,515
Nova Scotia,B2N,19842,0.24,4455,3,0,Not Rural,1,Low Income,10655,610,1335,0.10300000000000001,2360,3515,1440,185,950
Nova Scotia,B2R,2459,0.053,130,1,0,Not Rural,0,Not Low Income,1245,30,80,0.059000000000000004,250,360,325,70,190
Nova Scotia,B2S,7583,0.081,615,4,1,Rural,0,Not Low Income,3830,25,280,0.08,900,1255,620,110,270
Nova Scotia,B2T,16980,0.061,1035,1,0,Not Rural,0,Not Low Income,8485,130,740,0.06,2085,2760,2175,395,1085
Nova Scotia,B2V,12230,0.06,725,1,0,Not Rural,0,Not Low Income,6325,405,455,0.064,1595,2200,1770,415,685
Nova Scotia,B2W,32537,0.085,2735,1,0,Not Rural,0,Not Low Income,17175,1390,1640,0.065,3510,5250,3370,920,2305
Nova Scotia,B2Z,8258,0.10800000000000001,895,1,0,Not Rural,0,Not Low Income,4250,1570,640,0.086,950,1300,855,180,315
Nova Scotia,B3A,20131,0.24600000000000002,4910,1,0,Not Rural,1,Low Income,10405,1255,995,0.091,2240,4015,2000,465,1720
Nova Scotia,B3E,6782,0.087,575,1,0,Not Rural,0,Not Low Income,3440,185,215,0.08199999999999999,715,1065,705,185,245
Nova Scotia,B3G,10593,0.091,965,1,0,Not Rural,0,Not Low Income,5390,245,630,0.065,1135,1835,1340,405,365
Nova Scotia,B3N,13604,0.166,2260,1,0,Not Rural,0,Not Low Income,7160,400,350,0.069,1665,2780,1710,300,1675
Nova Scotia,B3P,9347,0.168,1485,1,0,Not Rural,0,Not Low Income,5050,400,230,0.07200000000000001,945,1495,1195,190,1200
Nova Scotia,B2X,11629,0.14400000000000002,1655,1,0,Not Rural,0,Not Low Income,6025,520,465,0.07,1455,2055,1805,575,670
Nova Scotia,B2Y,14595,0.20800000000000002,2960,1,0,Not Rural,1,Low Income,7690,505,640,0.077,1740,2990,1705,325,1115
New Brunswick,E1E,11006,0.155,1660,1,0,Not Rural,0,Not Low Income,5840,170,215,0.059000000000000004,1090,1745,4035,2045,640
New Brunswick,E1J,3436,0.09,310,1,0,Not Rural,0,Not Low Income,1670,0,65,0.078,385,510,760,200,75
New Brunswick,E1N,11344,0.168,1855,3,0,Not Rural,0,Not Low Income,5905,50,395,0.14800000000000002,1215,1650,1675,730,255
New Brunswick,E1V,13544,0.155,2000,3,0,Not Rural,0,Not Low Income,7075,55,1005,0.138,1445,2085,3055,1425,280
New Brunswick,E2A,17205,0.21100000000000002,3485,3,0,Not Rural,1,Low Income,8835,90,665,0.132,1625,2300,11245,8020,485
New Brunswick,E2E,19526,0.081,1545,1,0,Not Rural,0,Not Low Income,10165,125,225,0.066,2560,3335,4305,820,1275
New Brunswick,E2G,5079,0.079,400,1,0,Not Rural,0,Not Low Income,2625,80,60,0.07400000000000001,540,780,980,250,220
New Brunswick,E2H,4700,0.163,760,1,0,Not Rural,0,Not Low Income,2405,50,80,0.084,520,755,715,145,355
New Brunswick,E2J,15813,0.16899999999999998,2580,1,0,Not Rural,0,Not Low Income,8515,320,285,0.085,1755,2730,1740,565,550
New Brunswick,E2K,17495,0.314,5290,1,0,Not Rural,1,Low Income,9420,445,465,0.113,2145,3245,2445,745,2155
New Brunswick,E2L,7566,0.43200000000000005,3085,1,0,Not Rural,1,Low Income,3740,275,275,0.11699999999999999,1015,1915,1095,285,510
New Brunswick,E2M,18715,0.14400000000000002,2630,1,0,Not Rural,0,Not Low Income,9745,280,255,0.083,2065,3030,2580,780,630
New Brunswick,E2N,4275,0.098,420,1,0,Not Rural,0,Not Low Income,2160,25,70,0.095,480,670,540,155,80
New Brunswick,E2P,1391,0.083,115,1,0,Not Rural,0,Not Low Income,700,10,50,0.09,155,210,175,50,30
New Brunswick,E2S,6822,0.1,685,1,0,Not Rural,0,Not Low Income,3395,40,115,0.094,790,1140,1025,285,115
New Brunswick,E3A,28167,0.175,4650,2,0,Not Rural,0,Not Low Income,14820,380,1880,0.087,3280,4945,5395,1680,1560
New Brunswick,E3B,36946,0.18600000000000003,6760,2,0,Not Rural,0,Not Low Income,18910,555,1180,0.09300000000000001,6045,9305,8980,2605,4495
New Brunswick,E3C,11594,0.057999999999999996,665,2,0,Not Rural,0,Not Low Income,5945,95,215,0.053,1375,1880,3345,1275,885
New Brunswick,E3E,4600,0.069,280,2,0,Not Rural,0,Not Low Income,2350,15,590,0.09,515,700,1070,400,240
New Brunswick,E3G,8687,0.106,910,2,0,Not Rural,0,Not Low Income,4505,150,275,0.07200000000000001,860,1285,1950,670,595
New Brunswick,E3N,13533,0.20800000000000002,2705,3,0,Not Rural,1,Low Income,6990,130,705,0.146,1290,1910,9750,7810,285
New Brunswick,E3V,11742,0.207,2290,3,0,Not Rural,1,Low Income,6200,145,300,0.086,1005,1510,11185,10625,615
New Brunswick,E5J,1960,0.14300000000000002,280,1,0,Not Rural,0,Not Low Income,945,0,40,0.149,180,270,195,65,60
New Brunswick,E5K,7123,0.09300000000000001,655,1,0,Not Rural,0,Not Low Income,3555,30,120,0.062,770,1115,1110,240,225
New Brunswick,E5N,11668,0.136,1560,1,0,Not Rural,0,Not Low Income,5950,40,200,0.099,1260,1805,1720,295,325
New Brunswick,E5R,1446,0.16899999999999998,245,1,0,Not Rural,0,Not Low Income,745,0,40,0.155,160,225,105,20,45
New Brunswick,E5S,1774,0.11900000000000001,210,1,0,Not Rural,0,Not Low Income,880,0,20,0.141,175,260,210,40,45
New Brunswick,E6B,1590,0.23199999999999998,360,4,1,Rural,1,Low Income,810,0,125,0.165,155,215,130,35,50
New Brunswick,E6C,2044,0.18899999999999997,385,2,0,Not Rural,0,Not Low Income,990,0,110,0.12300000000000001,215,320,265,80,30
New Brunswick,E6K,3787,0.163,615,2,0,Not Rural,0,Not Low Income,1830,10,85,0.10800000000000001,355,515,480,110,150
New Brunswick,E6L,4660,0.158,735,2,0,Not Rural,0,Not Low Income,2330,20,65,0.111,460,660,500,165,250
New Brunswick,E7B,5701,0.142,805,3,0,Not Rural,0,Not Low Income,2845,20,260,0.09300000000000001,565,785,5625,5460,115
New Brunswick,E7C,5229,0.17300000000000001,835,3,0,Not Rural,0,Not Low Income,2650,0,295,0.08900000000000001,430,645,5125,4950,100
New Brunswick,E4J,4840,0.171,815,1,0,Not Rural,0,Not Low Income,2495,15,90,0.086,460,695,875,195,90
New Brunswick,E4K,6315,0.12,665,1,0,Not Rural,0,Not Low Income,2830,0,255,0.106,550,865,4340,3890,155
New Brunswick,E1G,22554,0.095,2115,1,0,Not Rural,0,Not Low Income,11480,290,405,0.06,2500,3785,9135,4835,1765
New Brunswick,E1H,7421,0.125,920,1,0,Not Rural,0,Not Low Income,3710,20,260,0.069,650,1055,4425,3550,250
Quebec,G1M,19697,0.19,3520,1,0,Not Rural,0,Not Low Income,10350,865,245,0.05,2005,3430,18760,18305,1780
Quebec,G1N,8053,0.255,1970,1,0,Not Rural,1,Low Income,3990,95,185,0.064,885,1860,7835,7665,535
Quebec,G1P,16514,0.114,1865,1,0,Not Rural,0,Not Low Income,8375,475,240,0.062,1945,3260,16340,15975,960
Quebec,G1R,16663,0.225,3565,1,0,Not Rural,1,Low Income,8575,270,200,0.064,1645,3625,15990,15250,1570
Quebec,G1S,25741,0.125,2945,1,0,Not Rural,0,Not Low Income,14415,500,160,0.057,2610,4705,23875,22780,2490
Quebec,G1T,6378,0.048,285,1,0,Not Rural,0,Not Low Income,3345,45,40,0.049,775,1020,6340,6045,555
Quebec,G1V,18530,0.237,4220,1,0,Not Rural,1,Low Income,9455,990,210,0.087,4710,6885,18070,17230,2605
Quebec,G1W,21091,0.113,2325,1,0,Not Rural,0,Not Low Income,11090,1040,175,0.061,2520,4080,20760,19700,3010
New Brunswick,E8J,5614,0.168,920,3,0,Not Rural,0,Not Low Income,2790,25,195,0.111,520,755,5395,5130,85
New Brunswick,E8K,8668,0.15,1280,3,0,Not Rural,0,Not Low Income,4485,45,235,0.095,865,1235,8050,7350,155
New Brunswick,E9E,3953,0.188,645,3,0,Not Rural,0,Not Low Income,1940,0,395,0.225,430,605,215,80,65
Quebec,G1B,16337,0.046,750,1,0,Not Rural,0,Not Low Income,8160,155,155,0.037000000000000005,1995,2825,16250,16105,480
Quebec,G1C,36407,0.065,2310,1,0,Not Rural,0,Not Low Income,18995,385,330,0.036000000000000004,4200,5905,35765,35405,1305
Quebec,G1E,27071,0.157,4015,1,0,Not Rural,0,Not Low Income,14230,770,375,0.06,2750,4575,26335,25870,1635
Quebec,G1G,24695,0.083,2030,1,0,Not Rural,0,Not Low Income,12560,355,370,0.040999999999999995,2565,3840,24290,23880,1130
Quebec,G1H,29105,0.124,3425,1,0,Not Rural,0,Not Low Income,15330,890,275,0.051,2825,4900,28280,27715,2230
Quebec,G1J,23388,0.27,6100,1,0,Not Rural,1,Low Income,12010,1240,455,0.07200000000000001,2485,4650,22545,21970,2605
Quebec,G1K,18309,0.295,5150,1,0,Not Rural,1,Low Income,8775,585,250,0.066,1715,3860,17420,16835,1930
Quebec,G1L,22729,0.257,5625,1,0,Not Rural,1,Low Income,11670,665,470,0.071,2380,4630,22090,21500,1985
Quebec,G1X,25855,0.11,2765,1,0,Not Rural,0,Not Low Income,13745,1015,185,0.057,3485,5385,25235,24280,3300
Quebec,G1Y,12653,0.037000000000000005,460,1,0,Not Rural,0,Not Low Income,6530,50,145,0.037000000000000005,1505,1975,12520,12120,865
Quebec,G2A,15482,0.06,905,1,0,Not Rural,0,Not Low Income,7745,205,455,0.031,1810,2635,15250,14895,560
Quebec,G2B,24546,0.09300000000000001,2245,1,0,Not Rural,0,Not Low Income,12600,425,590,0.038,2640,4120,24080,23675,1030
Quebec,G2C,11767,0.07,815,1,0,Not Rural,0,Not Low Income,6105,270,125,0.028999999999999998,1180,2055,11720,11465,680
Quebec,G2E,20674,0.055,1120,1,0,Not Rural,0,Not Low Income,10525,245,145,0.034,2415,3380,20435,20105,845
Quebec,G2G,10676,0.059000000000000004,630,1,0,Not Rural,0,Not Low Income,5370,145,50,0.044000000000000004,1280,1865,10630,10425,560
Quebec,G2J,2953,0.076,205,1,0,Not Rural,0,Not Low Income,1635,25,15,0.026000000000000002,235,510,2660,2605,170
Quebec,G2K,10961,0.055,590,1,0,Not Rural,0,Not Low Income,5785,190,145,0.040999999999999995,1050,1780,10910,10745,660
Quebec,G3B,7925,0.037000000000000005,290,1,0,Not Rural,0,Not Low Income,3960,20,50,0.025,915,1085,7870,7690,295
Quebec,G3C,8977,0.057,510,1,0,Not Rural,0,Not Low Income,4330,20,185,0.046,745,1140,8950,8735,345
Quebec,G3E,15629,0.045,695,1,0,Not Rural,0,Not Low Income,7860,95,235,0.037000000000000005,1865,2690,15580,15400,360
Quebec,G3G,10098,0.055,555,1,0,Not Rural,0,Not Low Income,4965,20,220,0.028999999999999998,1035,1640,10080,9980,220
Quebec,G3J,10341,0.061,625,1,0,Not Rural,0,Not Low Income,5125,110,230,0.043,1160,1935,10300,10130,320
Quebec,G3K,18534,0.055999999999999994,1035,1,0,Not Rural,0,Not Low Income,9315,315,350,0.032,2070,3410,18445,18080,605
Quebec,G4S,5208,0.067,340,3,0,Not Rural,0,Not Low Income,2535,0,560,0.08900000000000001,610,1010,5160,5010,50
Quebec,G3N,9942,0.05,495,1,0,Not Rural,0,Not Low Income,4810,35,120,0.046,835,1510,9880,9650,220
Quebec,G4W,14326,0.18,2470,3,0,Not Rural,0,Not Low Income,7355,105,260,0.10099999999999999,1330,1980,14055,14000,235
Quebec,G5C,11771,0.11699999999999999,1315,3,0,Not Rural,0,Not Low Income,5990,135,450,0.085,1275,1905,11600,11530,165
Quebec,G2L,14090,0.068,960,1,0,Not Rural,0,Not Low Income,7455,105,205,0.035,1485,2055,14010,13795,525
Quebec,G2M,5301,0.046,240,1,0,Not Rural,0,Not Low Income,2680,35,60,0.035,470,730,5290,5225,230
Quebec,G2N,8134,0.059000000000000004,475,1,0,Not Rural,0,Not Low Income,4145,65,115,0.040999999999999995,740,1220,8010,7910,280
Quebec,G3A,19198,0.035,650,1,0,Not Rural,0,Not Low Income,9610,85,190,0.039,2560,3260,18810,18485,650
Quebec,G6C,7046,0.048,335,1,0,Not Rural,0,Not Low Income,3490,15,80,0.038,915,1295,7030,6980,80
Quebec,G6J,10513,0.055,580,1,0,Not Rural,0,Not Low Income,5210,50,105,0.042,1205,1705,10510,10390,200
Quebec,G6K,8366,0.039,325,1,0,Not Rural,0,Not Low Income,4235,40,95,0.034,980,1315,8360,8235,160
Quebec,G6P,29233,0.203,5555,3,0,Not Rural,1,Low Income,15355,260,205,0.069,3015,4340,28495,28220,825
Quebec,G6R,4598,0.075,345,3,0,Not Rural,0,Not Low Income,2270,10,0,0.047,505,725,4590,4570,60
Quebec,G6S,5029,0.106,505,3,0,Not Rural,0,Not Low Income,2580,10,10,0.032,590,815,4980,4930,145
Quebec,G6T,10291,0.069,710,3,0,Not Rural,0,Not Low Income,5170,30,75,0.038,1230,1890,10255,10170,330
Quebec,G6V,31698,0.131,3915,1,0,Not Rural,0,Not Low Income,16625,330,230,0.055,3285,4975,30905,30570,910
Quebec,G6W,23942,0.078,1825,1,0,Not Rural,0,Not Low Income,12590,180,230,0.038,2545,3925,23620,23320,930
Quebec,G6X,9751,0.095,895,1,0,Not Rural,0,Not Low Income,5065,125,120,0.057999999999999996,1110,1840,9580,9430,260
Quebec,G6Y,5618,0.042,235,1,0,Not Rural,0,Not Low Income,2820,15,35,0.038,665,930,5615,5545,150
Quebec,G7A,22834,0.04,910,1,0,Not Rural,0,Not Low Income,11440,150,190,0.033,2565,3565,22745,22430,675
Quebec,G7H,28516,0.16,4345,1,0,Not Rural,0,Not Low Income,14780,260,1110,0.084,3205,4830,28060,27725,655
Quebec,G7S,20099,0.078,1530,1,0,Not Rural,0,Not Low Income,10255,110,660,0.065,2020,3020,19660,19465,240
Quebec,G9A,20220,0.34299999999999997,6400,1,0,Not Rural,1,Low Income,10350,320,335,0.11199999999999999,2210,3750,19680,19335,715
Quebec,G9B,16948,0.079,1310,1,0,Not Rural,0,Not Low Income,8555,95,150,0.051,1755,2550,16765,16550,425
Quebec,G9H,13028,0.11900000000000001,1500,1,0,Not Rural,0,Not Low Income,6500,50,180,0.054000000000000006,1245,1985,12675,12565,195
Quebec,G9N,16114,0.31,4700,3,0,Not Rural,1,Low Income,8280,45,325,0.105,1445,2210,15415,15225,210
Quebec,G9T,15914,0.2,3095,3,0,Not Rural,1,Low Income,8160,60,275,0.091,1485,2160,15600,15425,235
Quebec,H1A,32516,0.126,3915,1,0,Not Rural,0,Not Low Income,17115,2955,315,0.062,3650,5495,31555,30130,3760
Quebec,G6Z,23607,0.038,885,1,0,Not Rural,0,Not Low Income,11790,130,170,0.03,3005,4075,23575,23320,375
Quebec,G7B,17957,0.131,2285,1,0,Not Rural,0,Not Low Income,9015,55,635,0.079,1795,2845,17530,17390,155
Quebec,G7G,16737,0.10099999999999999,1660,1,0,Not Rural,0,Not Low Income,8450,15,725,0.07400000000000001,1865,2735,16585,16500,185
Quebec,G7J,14860,0.16699999999999998,2465,1,0,Not Rural,0,Not Low Income,7490,55,665,0.08199999999999999,1690,2575,14805,14670,195
Quebec,G7K,648,0.077,50,1,0,Not Rural,0,Not Low Income,315,0,30,0.134,65,105,645,645,10
Quebec,G7N,6367,0.066,420,1,0,Not Rural,0,Not Low Income,3110,0,185,0.079,600,925,6325,6255,75
Quebec,G7T,901,0.022000000000000002,20,1,0,Not Rural,0,Not Low Income,460,0,45,0.027999999999999997,110,205,900,895,20
Quebec,G7X,25725,0.19899999999999998,4985,1,0,Not Rural,1,Low Income,12925,85,1095,0.11,2805,4380,25360,25180,240
Quebec,G7Y,622,0.105,65,1,0,Not Rural,0,Not Low Income,300,0,30,0.077,60,85,620,620,0
Quebec,G7Z,2823,0.076,215,1,0,Not Rural,0,Not Low Income,1400,35,115,0.075,350,455,2815,2795,60
Quebec,G8A,6179,0.135,800,1,0,Not Rural,0,Not Low Income,3130,15,280,0.09,635,960,6170,6130,60
Quebec,G8B,22664,0.166,3615,3,0,Not Rural,0,Not Low Income,11395,100,685,0.105,2360,3505,22265,22165,255
Quebec,G8C,4209,0.042,175,3,0,Not Rural,0,Not Low Income,2205,10,135,0.06,485,685,4205,4190,30
Quebec,G8E,3841,0.098,365,3,0,Not Rural,0,Not Low Income,1875,0,200,0.057,405,585,3720,3715,0
Quebec,G8T,28121,0.21899999999999997,5865,1,0,Not Rural,1,Low Income,14730,130,325,0.078,2810,4275,27620,27290,570
Quebec,G8V,9484,0.075,715,1,0,Not Rural,0,Not Low Income,4655,95,80,0.053,1230,1710,9475,9395,295
Quebec,G5L,29258,0.182,4995,3,0,Not Rural,0,Not Low Income,15620,245,470,0.085,3380,5025,28615,28340,615
Quebec,G5M,8471,0.053,450,3,0,Not Rural,0,Not Low Income,4290,45,155,0.042,840,1395,8415,8325,95
Quebec,G5N,7969,0.062,490,3,0,Not Rural,0,Not Low Income,4005,20,145,0.07200000000000001,865,1240,7955,7910,115
Quebec,G5Y,23460,0.159,3565,3,0,Not Rural,0,Not Low Income,11815,95,220,0.06,2535,3730,23005,22750,350
Quebec,G5Z,6882,0.083,565,3,0,Not Rural,0,Not Low Income,3490,10,55,0.034,700,1065,6870,6820,90
Quebec,G5R,19500,0.14300000000000002,2645,3,0,Not Rural,0,Not Low Income,10135,85,225,0.052000000000000005,2010,3075,19185,19080,355
Quebec,G6E,13537,0.095,1230,3,0,Not Rural,0,Not Low Income,6840,85,90,0.039,1495,2330,13345,13200,360
Quebec,G6G,19707,0.168,3150,3,0,Not Rural,0,Not Low Income,10300,80,120,0.046,1860,2685,19300,19030,275
Quebec,G6H,7142,0.124,840,3,0,Not Rural,0,Not Low Income,3570,25,85,0.042,670,970,6950,6880,55
Quebec,G6A,2330,0.055999999999999994,130,3,0,Not Rural,0,Not Low Income,1165,25,30,0.024,255,355,2335,2305,45
Quebec,G8W,10311,0.107,1065,1,0,Not Rural,0,Not Low Income,5285,50,160,0.07400000000000001,1135,1610,10290,10135,220
Quebec,G8Y,32509,0.139,4465,1,0,Not Rural,0,Not Low Income,17090,650,490,0.07,3995,5715,32260,31675,1615
Quebec,G8Z,13573,0.271,3265,1,0,Not Rural,1,Low Income,7290,445,225,0.091,2205,3330,12965,12720,600
Quebec,H3Z,11813,0.21,2370,1,0,Not Rural,1,Low Income,6570,250,25,0.078,1380,2185,8500,2680,3620
Quebec,G9C,3247,0.053,170,1,0,Not Rural,0,Not Low Income,1680,20,20,0.035,270,465,3210,3150,115
Quebec,G9P,11318,0.157,1710,3,0,Not Rural,0,Not Low Income,6045,100,130,0.076,1115,1645,10970,10850,245
Quebec,H3Y,9747,0.075,730,1,0,Not Rural,0,Not Low Income,4980,105,20,0.046,1635,1965,8230,2585,1990
Quebec,G9R,2274,0.095,215,3,0,Not Rural,0,Not Low Income,1115,20,20,0.078,230,330,2250,2210,30
Quebec,H1B,20160,0.166,3245,1,0,Not Rural,0,Not Low Income,10335,1565,265,0.07400000000000001,2300,3675,19375,18425,2365
Quebec,H1J,10308,0.154,1570,1,0,Not Rural,0,Not Low Income,5495,760,55,0.09300000000000001,1015,1500,9870,7975,3395
Quebec,H1K,34821,0.17,5820,1,0,Not Rural,0,Not Low Income,18170,5660,240,0.094,3960,5840,33280,29920,10800
